Variable_name	Value
log_slow_admin_statements	ON
log_slow_disabled_statements	sp
log_slow_filter	admin,filesort,filesort_on_disk,filesort_priority_queue,full_join,full_scan,query_cache,query_cache_miss,tmp_table,tmp_table_on_disk
log_slow_max_warnings	10
log_slow_min_examined_row_limit	0
log_slow_query	ON
log_slow_query_file	MacBook-Pro-Arttu-slow.log
log_slow_query_time	10.000000
log_slow_rate_limit	1
log_slow_slave_statements	ON
log_slow_verbosity	
slow_launch_time	2
slow_query_log	ON
slow_query_log_file	MacBook-Pro-Arttu-slow.log
61538	Rojola	Taru
64254	Rojola	Taru
66363	Rojola	Taru
66979	Rojola-Rajala	Taru
68219	Rojola	Taru
71215	Rojola	Taru
71733	Rojola	Taru
74971	Häkkinen-Rojola	Taru
76212	Rojola	Taru
79318	Rojola	Taru
81227	Rojola	Taru
81975	Rojola	Taru
87081	Rojola	Taru
88357	Rojola	Taru
89019	Rojola	Taru
91841	Rojola	Taru
92299	Rojola	Taru
97570	Rojola	Taru
97630	Rojola	Taru
99720	Rojola	Taru
99753	Rojola	Taru
107288	Rojola-Uutela	Taru
110170	Rojola	Taru
111197	Rojola	Taru
111640	Wuotila-Rojola	Taru
114982	Rojola	Taru
115272	Rojola	Taru
115298	Rojola	Taru
115935	Rojola	Taru
117692	Rojola	Taru
123204	Rojola	Taru
124259	Mottisenkangas-Rojola	Taru
125850	Rojola	Taru
126623	Rojola	Taru
126819	Stepanov-Rojola	Taru
129695	Rojola	Taru
131459	Rojola	Taru
132236	Rojola	Taru
132745	Rojola	Taru
135215	Rojola	Taru
135299	Paavola-Rojola	Taru
135519	Rojola	Taru
136156	Rojola	Taru
136834	Rojola	Taru
136990	Rojola	Taru
137027	Rojola	Taru
146857	Rojola	Taru
149258	Rojola	Taru
149415	Rojola-Ruottinen	Taru
152450	Rojola	Taru
152539	Kohonen-Rojola	Taru
152750	Rojola	Taru
154835	Rojola	Taru
155465	Rojola	Taru
158957	Rojola	Taru
159208	Rojola	Taru
160085	Rojola-Kähkönen	Taru
163554	Rojola	Taru
164153	Rojola	Taru
164918	Vanninen-Rojola	Taru
168449	Rojola	Taru
172311	Rojola	Taru
173258	Rojola	Taru
174364	Rojola	Taru
175094	Rojola	Taru
175253	Rojola	Taru
176917	Rojola	Taru
177825	Rojola	Taru
178222	Rojola	Taru
179838	Rojola	Taru
180744	Rojola	Taru
182603	Rojola	Taru
183368	Rojola	Taru
184592	Mynttinen-Rojola	Taru
185206	Rojola	Taru
186419	Rojola	Taru
187117	Rojola	Taru
190421	Rojola	Taru
191298	Rojola	Taru
193437	Rojola	Taru
196979	Rojola	Taru
197621	Rojola	Taru
198720	Rojola	Taru
199632	Rojola	Taru
3	Rojola	Milka
206	Rojola	Milka
1179	Rojola-Heinonen	Milka
1866	Rojola	Milka
5376	Rojola	Milka
5443	Rojola	Milka
5607	Rojola	Milka
6469	Rojola	Milka
7294	Rojola	Milka
9461	Rojola	Milka
9671	Rojola	Milka
10094	Rojola	Milka
11413	Rojola	Milka
11738	Rojola	Milka
12244	Rojola	Milka
13047	Rojola	Milka
15476	Rojola	Milka
18407	Rojola	Milka
24044	Rojola	Milka
24066	Rojola	Milka
26509	Rojola-Auvinen	Milka
28292	Rojola	Milka
30320	Rojola	Milka
32094	Rojola	Milka
37119	Rojola	Milka
39437	Rojola	Milka
40270	Rojola	Milka
40600	Rojola	Milka
42541	Rojola	Milka
43285	Rojola	Milka
45918	Laitamo-Rojola	Milka
46519	Rojola	Milka
47522	Rojola	Milka
48664	Rojola	Milka
50163	Rojola	Milka
51065	Rojola	Milka
53432	Rojola	Milka
55375	Rojola	Milka
55736	Ollikainen-Rojola	Milka
56196	Rojola	Milka
61538	Rojola	Milka
64254	Rojola	Milka
66363	Rojola	Milka
66979	Rojola-Rajala	Milka
68219	Rojola	Milka
71215	Rojola	Milka
71733	Rojola	Milka
74971	Häkkinen-Rojola	Milka
76212	Rojola	Milka
79318	Rojola	Milka
81227	Rojola	Milka
81975	Rojola	Milka
87081	Rojola	Milka
88357	Rojola	Milka
89019	Rojola	Milka
91841	Rojola	Milka
92299	Rojola	Milka
97570	Rojola	Milka
97630	Rojola	Milka
99720	Rojola	Milka
99753	Rojola	Milka
107288	Rojola-Uutela	Milka
110170	Rojola	Milka
111197	Rojola	Milka
111640	Wuotila-Rojola	Milka
114982	Rojola	Milka
115272	Rojola	Milka
115298	Rojola	Milka
115935	Rojola	Milka
117692	Rojola	Milka
123204	Rojola	Milka
124259	Mottisenkangas-Rojola	Milka
125850	Rojola	Milka
126623	Rojola	Milka
126819	Stepanov-Rojola	Milka
129695	Rojola	Milka
131459	Rojola	Milka
132236	Rojola	Milka
132745	Rojola	Milka
135215	Rojola	Milka
135299	Paavola-Rojola	Milka
135519	Rojola	Milka
136156	Rojola	Milka
136834	Rojola	Milka
136990	Rojola	Milka
137027	Rojola	Milka
146857	Rojola	Milka
149258	Rojola	Milka
149415	Rojola-Ruottinen	Milka
152450	Rojola	Milka
152539	Kohonen-Rojola	Milka
152750	Rojola	Milka
154835	Rojola	Milka
155465	Rojola	Milka
158957	Rojola	Milka
159208	Rojola	Milka
160085	Rojola-Kähkönen	Milka
163554	Rojola	Milka
164153	Rojola	Milka
164918	Vanninen-Rojola	Milka
168449	Rojola	Milka
172311	Rojola	Milka
173258	Rojola	Milka
174364	Rojola	Milka
175094	Rojola	Milka
175253	Rojola	Milka
176917	Rojola	Milka
177825	Rojola	Milka
178222	Rojola	Milka
179838	Rojola	Milka
180744	Rojola	Milka
182603	Rojola	Milka
183368	Rojola	Milka
184592	Mynttinen-Rojola	Milka
185206	Rojola	Milka
186419	Rojola	Milka
187117	Rojola	Milka
190421	Rojola	Milka
191298	Rojola	Milka
193437	Rojola	Milka
196979	Rojola	Milka
197621	Rojola	Milka
198720	Rojola	Milka
199632	Rojola	Milka
3	Rojola	Raino
206	Rojola	Raino
1179	Rojola-Heinonen	Raino
1866	Rojola	Raino
5376	Rojola	Raino
5443	Rojola	Raino
5607	Rojola	Raino
6469	Rojola	Raino
7294	Rojola	Raino
9461	Rojola	Raino
9671	Rojola	Raino
10094	Rojola	Raino
11413	Rojola	Raino
11738	Rojola	Raino
12244	Rojola	Raino
13047	Rojola	Raino
15476	Rojola	Raino
18407	Rojola	Raino
24044	Rojola	Raino
24066	Rojola	Raino
26509	Rojola-Auvinen	Raino
28292	Rojola	Raino
30320	Rojola	Raino
32094	Rojola	Raino
37119	Rojola	Raino
39437	Rojola	Raino
40270	Rojola	Raino
40600	Rojola	Raino
42541	Rojola	Raino
43285	Rojola	Raino
45918	Laitamo-Rojola	Raino
46519	Rojola	Raino
47522	Rojola	Raino
48664	Rojola	Raino
50163	Rojola	Raino
51065	Rojola	Raino
53432	Rojola	Raino
55375	Rojola	Raino
55736	Ollikainen-Rojola	Raino
56196	Rojola	Raino
61538	Rojola	Raino
64254	Rojola	Raino
66363	Rojola	Raino
66979	Rojola-Rajala	Raino
68219	Rojola	Raino
71215	Rojola	Raino
71733	Rojola	Raino
74971	Häkkinen-Rojola	Raino
76212	Rojola	Raino
79318	Rojola	Raino
81227	Rojola	Raino
81975	Rojola	Raino
87081	Rojola	Raino
88357	Rojola	Raino
89019	Rojola	Raino
91841	Rojola	Raino
92299	Rojola	Raino
97570	Rojola	Raino
97630	Rojola	Raino
99720	Rojola	Raino
99753	Rojola	Raino
107288	Rojola-Uutela	Raino
110170	Rojola	Raino
111197	Rojola	Raino
111640	Wuotila-Rojola	Raino
114982	Rojola	Raino
115272	Rojola	Raino
115298	Rojola	Raino
115935	Rojola	Raino
117692	Rojola	Raino
123204	Rojola	Raino
124259	Mottisenkangas-Rojola	Raino
125850	Rojola	Raino
126623	Rojola	Raino
126819	Stepanov-Rojola	Raino
129695	Rojola	Raino
131459	Rojola	Raino
132236	Rojola	Raino
132745	Rojola	Raino
135215	Rojola	Raino
135299	Paavola-Rojola	Raino
135519	Rojola	Raino
136156	Rojola	Raino
136834	Rojola	Raino
136990	Rojola	Raino
137027	Rojola	Raino
146857	Rojola	Raino
149258	Rojola	Raino
149415	Rojola-Ruottinen	Raino
152450	Rojola	Raino
152539	Kohonen-Rojola	Raino
152750	Rojola	Raino
154835	Rojola	Raino
155465	Rojola	Raino
158957	Rojola	Raino
159208	Rojola	Raino
160085	Rojola-Kähkönen	Raino
163554	Rojola	Raino
164153	Rojola	Raino
164918	Vanninen-Rojola	Raino
168449	Rojola	Raino
172311	Rojola	Raino
173258	Rojola	Raino
174364	Rojola	Raino
175094	Rojola	Raino
175253	Rojola	Raino
176917	Rojola	Raino
177825	Rojola	Raino
178222	Rojola	Raino
179838	Rojola	Raino
180744	Rojola	Raino
182603	Rojola	Raino
183368	Rojola	Raino
184592	Mynttinen-Rojola	Raino
185206	Rojola	Raino
186419	Rojola	Raino
187117	Rojola	Raino
190421	Rojola	Raino
191298	Rojola	Raino
193437	Rojola	Raino
196979	Rojola	Raino
197621	Rojola	Raino
198720	Rojola	Raino
199632	Rojola	Raino
3	Rojola	Kustaa
206	Rojola	Kustaa
1179	Rojola-Heinonen	Kustaa
1866	Rojola	Kustaa
5376	Rojola	Kustaa
5443	Rojola	Kustaa
5607	Rojola	Kustaa
6469	Rojola	Kustaa
7294	Rojola	Kustaa
9461	Rojola	Kustaa
9671	Rojola	Kustaa
10094	Rojola	Kustaa
11413	Rojola	Kustaa
11738	Rojola	Kustaa
12244	Rojola	Kustaa
13047	Rojola	Kustaa
15476	Rojola	Kustaa
18407	Rojola	Kustaa
24044	Rojola	Kustaa
24066	Rojola	Kustaa
26509	Rojola-Auvinen	Kustaa
28292	Rojola	Kustaa
30320	Rojola	Kustaa
32094	Rojola	Kustaa
37119	Rojola	Kustaa
39437	Rojola	Kustaa
40270	Rojola	Kustaa
40600	Rojola	Kustaa
42541	Rojola	Kustaa
43285	Rojola	Kustaa
45918	Laitamo-Rojola	Kustaa
46519	Rojola	Kustaa
47522	Rojola	Kustaa
48664	Rojola	Kustaa
50163	Rojola	Kustaa
51065	Rojola	Kustaa
53432	Rojola	Kustaa
55375	Rojola	Kustaa
55736	Ollikainen-Rojola	Kustaa
56196	Rojola	Kustaa
61538	Rojola	Kustaa
64254	Rojola	Kustaa
66363	Rojola	Kustaa
66979	Rojola-Rajala	Kustaa
68219	Rojola	Kustaa
71215	Rojola	Kustaa
71733	Rojola	Kustaa
74971	Häkkinen-Rojola	Kustaa
76212	Rojola	Kustaa
79318	Rojola	Kustaa
81227	Rojola	Kustaa
81975	Rojola	Kustaa
87081	Rojola	Kustaa
88357	Rojola	Kustaa
89019	Rojola	Kustaa
91841	Rojola	Kustaa
92299	Rojola	Kustaa
97570	Rojola	Kustaa
97630	Rojola	Kustaa
99720	Rojola	Kustaa
99753	Rojola	Kustaa
107288	Rojola-Uutela	Kustaa
110170	Rojola	Kustaa
111197	Rojola	Kustaa
111640	Wuotila-Rojola	Kustaa
114982	Rojola	Kustaa
115272	Rojola	Kustaa
115298	Rojola	Kustaa
115935	Rojola	Kustaa
117692	Rojola	Kustaa
123204	Rojola	Kustaa
124259	Mottisenkangas-Rojola	Kustaa
125850	Rojola	Kustaa
126623	Rojola	Kustaa
126819	Stepanov-Rojola	Kustaa
129695	Rojola	Kustaa
131459	Rojola	Kustaa
132236	Rojola	Kustaa
132745	Rojola	Kustaa
135215	Rojola	Kustaa
135299	Paavola-Rojola	Kustaa
135519	Rojola	Kustaa
136156	Rojola	Kustaa
136834	Rojola	Kustaa
136990	Rojola	Kustaa
137027	Rojola	Kustaa
146857	Rojola	Kustaa
149258	Rojola	Kustaa
149415	Rojola-Ruottinen	Kustaa
152450	Rojola	Kustaa
152539	Kohonen-Rojola	Kustaa
152750	Rojola	Kustaa
154835	Rojola	Kustaa
155465	Rojola	Kustaa
158957	Rojola	Kustaa
159208	Rojola	Kustaa
160085	Rojola-Kähkönen	Kustaa
163554	Rojola	Kustaa
164153	Rojola	Kustaa
164918	Vanninen-Rojola	Kustaa
168449	Rojola	Kustaa
172311	Rojola	Kustaa
173258	Rojola	Kustaa
174364	Rojola	Kustaa
175094	Rojola	Kustaa
175253	Rojola	Kustaa
176917	Rojola	Kustaa
177825	Rojola	Kustaa
178222	Rojola	Kustaa
179838	Rojola	Kustaa
180744	Rojola	Kustaa
182603	Rojola	Kustaa
183368	Rojola	Kustaa
184592	Mynttinen-Rojola	Kustaa
185206	Rojola	Kustaa
186419	Rojola	Kustaa
187117	Rojola	Kustaa
190421	Rojola	Kustaa
191298	Rojola	Kustaa
193437	Rojola	Kustaa
196979	Rojola	Kustaa
197621	Rojola	Kustaa
198720	Rojola	Kustaa
199632	Rojola	Kustaa
3	Rojola	Nuutti
206	Rojola	Nuutti
1179	Rojola-Heinonen	Nuutti
1866	Rojola	Nuutti
5376	Rojola	Nuutti
5443	Rojola	Nuutti
5607	Rojola	Nuutti
6469	Rojola	Nuutti
7294	Rojola	Nuutti
9461	Rojola	Nuutti
9671	Rojola	Nuutti
10094	Rojola	Nuutti
11413	Rojola	Nuutti
11738	Rojola	Nuutti
12244	Rojola	Nuutti
13047	Rojola	Nuutti
15476	Rojola	Nuutti
18407	Rojola	Nuutti
24044	Rojola	Nuutti
24066	Rojola	Nuutti
26509	Rojola-Auvinen	Nuutti
28292	Rojola	Nuutti
30320	Rojola	Nuutti
32094	Rojola	Nuutti
37119	Rojola	Nuutti
39437	Rojola	Nuutti
40270	Rojola	Nuutti
40600	Rojola	Nuutti
42541	Rojola	Nuutti
43285	Rojola	Nuutti
45918	Laitamo-Rojola	Nuutti
46519	Rojola	Nuutti
47522	Rojola	Nuutti
48664	Rojola	Nuutti
50163	Rojola	Nuutti
51065	Rojola	Nuutti
53432	Rojola	Nuutti
55375	Rojola	Nuutti
55736	Ollikainen-Rojola	Nuutti
56196	Rojola	Nuutti
61538	Rojola	Nuutti
64254	Rojola	Nuutti
66363	Rojola	Nuutti
66979	Rojola-Rajala	Nuutti
68219	Rojola	Nuutti
71215	Rojola	Nuutti
71733	Rojola	Nuutti
74971	Häkkinen-Rojola	Nuutti
76212	Rojola	Nuutti
79318	Rojola	Nuutti
81227	Rojola	Nuutti
81975	Rojola	Nuutti
87081	Rojola	Nuutti
88357	Rojola	Nuutti
89019	Rojola	Nuutti
91841	Rojola	Nuutti
92299	Rojola	Nuutti
97570	Rojola	Nuutti
97630	Rojola	Nuutti
99720	Rojola	Nuutti
99753	Rojola	Nuutti
107288	Rojola-Uutela	Nuutti
110170	Rojola	Nuutti
111197	Rojola	Nuutti
111640	Wuotila-Rojola	Nuutti
114982	Rojola	Nuutti
115272	Rojola	Nuutti
115298	Rojola	Nuutti
115935	Rojola	Nuutti
117692	Rojola	Nuutti
123204	Rojola	Nuutti
124259	Mottisenkangas-Rojola	Nuutti
125850	Rojola	Nuutti
126623	Rojola	Nuutti
126819	Stepanov-Rojola	Nuutti
129695	Rojola	Nuutti
131459	Rojola	Nuutti
132236	Rojola	Nuutti
132745	Rojola	Nuutti
135215	Rojola	Nuutti
135299	Paavola-Rojola	Nuutti
135519	Rojola	Nuutti
136156	Rojola	Nuutti
136834	Rojola	Nuutti
136990	Rojola	Nuutti
137027	Rojola	Nuutti
146857	Rojola	Nuutti
149258	Rojola	Nuutti
149415	Rojola-Ruottinen	Nuutti
152450	Rojola	Nuutti
152539	Kohonen-Rojola	Nuutti
152750	Rojola	Nuutti
154835	Rojola	Nuutti
155465	Rojola	Nuutti
158957	Rojola	Nuutti
159208	Rojola	Nuutti
160085	Rojola-Kähkönen	Nuutti
163554	Rojola	Nuutti
164153	Rojola	Nuutti
164918	Vanninen-Rojola	Nuutti
168449	Rojola	Nuutti
172311	Rojola	Nuutti
173258	Rojola	Nuutti
174364	Rojola	Nuutti
175094	Rojola	Nuutti
175253	Rojola	Nuutti
176917	Rojola	Nuutti
177825	Rojola	Nuutti
178222	Rojola	Nuutti
179838	Rojola	Nuutti
180744	Rojola	Nuutti
182603	Rojola	Nuutti
183368	Rojola	Nuutti
184592	Mynttinen-Rojola	Nuutti
185206	Rojola	Nuutti
186419	Rojola	Nuutti
187117	Rojola	Nuutti
190421	Rojola	Nuutti
191298	Rojola	Nuutti
193437	Rojola	Nuutti
196979	Rojola	Nuutti
197621	Rojola	Nuutti
198720	Rojola	Nuutti
199632	Rojola	Nuutti
3	Rojola	Roosa
206	Rojola	Roosa
1179	Rojola-Heinonen	Roosa
1866	Rojola	Roosa
5376	Rojola	Roosa
5443	Rojola	Roosa
5607	Rojola	Roosa
6469	Rojola	Roosa
7294	Rojola	Roosa
9461	Rojola	Roosa
9671	Rojola	Roosa
10094	Rojola	Roosa
11413	Rojola	Roosa
11738	Rojola	Roosa
12244	Rojola	Roosa
13047	Rojola	Roosa
15476	Rojola	Roosa
18407	Rojola	Roosa
24044	Rojola	Roosa
24066	Rojola	Roosa
26509	Rojola-Auvinen	Roosa
28292	Rojola	Roosa
30320	Rojola	Roosa
32094	Rojola	Roosa
37119	Rojola	Roosa
39437	Rojola	Roosa
40270	Rojola	Roosa
40600	Rojola	Roosa
42541	Rojola	Roosa
43285	Rojola	Roosa
45918	Laitamo-Rojola	Roosa
46519	Rojola	Roosa
47522	Rojola	Roosa
48664	Rojola	Roosa
50163	Rojola	Roosa
51065	Rojola	Roosa
53432	Rojola	Roosa
55375	Rojola	Roosa
55736	Ollikainen-Rojola	Roosa
56196	Rojola	Roosa
61538	Rojola	Roosa
64254	Rojola	Roosa
66363	Rojola	Roosa
66979	Rojola-Rajala	Roosa
68219	Rojola	Roosa
71215	Rojola	Roosa
71733	Rojola	Roosa
74971	Häkkinen-Rojola	Roosa
76212	Rojola	Roosa
79318	Rojola	Roosa
81227	Rojola	Roosa
81975	Rojola	Roosa
87081	Rojola	Roosa
88357	Rojola	Roosa
89019	Rojola	Roosa
91841	Rojola	Roosa
92299	Rojola	Roosa
97570	Rojola	Roosa
97630	Rojola	Roosa
99720	Rojola	Roosa
99753	Rojola	Roosa
107288	Rojola-Uutela	Roosa
110170	Rojola	Roosa
111197	Rojola	Roosa
111640	Wuotila-Rojola	Roosa
114982	Rojola	Roosa
115272	Rojola	Roosa
115298	Rojola	Roosa
115935	Rojola	Roosa
117692	Rojola	Roosa
123204	Rojola	Roosa
124259	Mottisenkangas-Rojola	Roosa
125850	Rojola	Roosa
126623	Rojola	Roosa
126819	Stepanov-Rojola	Roosa
129695	Rojola	Roosa
131459	Rojola	Roosa
132236	Rojola	Roosa
132745	Rojola	Roosa
135215	Rojola	Roosa
135299	Paavola-Rojola	Roosa
135519	Rojola	Roosa
136156	Rojola	Roosa
136834	Rojola	Roosa
136990	Rojola	Roosa
137027	Rojola	Roosa
146857	Rojola	Roosa
149258	Rojola	Roosa
149415	Rojola-Ruottinen	Roosa
152450	Rojola	Roosa
152539	Kohonen-Rojola	Roosa
152750	Rojola	Roosa
154835	Rojola	Roosa
155465	Rojola	Roosa
158957	Rojola	Roosa
159208	Rojola	Roosa
160085	Rojola-Kähkönen	Roosa
163554	Rojola	Roosa
164153	Rojola	Roosa
164918	Vanninen-Rojola	Roosa
168449	Rojola	Roosa
172311	Rojola	Roosa
173258	Rojola	Roosa
174364	Rojola	Roosa
175094	Rojola	Roosa
175253	Rojola	Roosa
176917	Rojola	Roosa
177825	Rojola	Roosa
178222	Rojola	Roosa
179838	Rojola	Roosa
180744	Rojola	Roosa
182603	Rojola	Roosa
183368	Rojola	Roosa
184592	Mynttinen-Rojola	Roosa
185206	Rojola	Roosa
186419	Rojola	Roosa
187117	Rojola	Roosa
190421	Rojola	Roosa
191298	Rojola	Roosa
193437	Rojola	Roosa
196979	Rojola	Roosa
197621	Rojola	Roosa
198720	Rojola	Roosa
199632	Rojola	Roosa
3	Rojola	Laura
206	Rojola	Laura
1179	Rojola-Heinonen	Laura
1866	Rojola	Laura
5376	Rojola	Laura
5443	Rojola	Laura
5607	Rojola	Laura
6469	Rojola	Laura
7294	Rojola	Laura
9461	Rojola	Laura
9671	Rojola	Laura
10094	Rojola	Laura
11413	Rojola	Laura
11738	Rojola	Laura
12244	Rojola	Laura
13047	Rojola	Laura
15476	Rojola	Laura
18407	Rojola	Laura
24044	Rojola	Laura
24066	Rojola	Laura
26509	Rojola-Auvinen	Laura
28292	Rojola	Laura
30320	Rojola	Laura
32094	Rojola	Laura
37119	Rojola	Laura
39437	Rojola	Laura
40270	Rojola	Laura
40600	Rojola	Laura
42541	Rojola	Laura
43285	Rojola	Laura
45918	Laitamo-Rojola	Laura
46519	Rojola	Laura
47522	Rojola	Laura
48664	Rojola	Laura
50163	Rojola	Laura
51065	Rojola	Laura
53432	Rojola	Laura
55375	Rojola	Laura
55736	Ollikainen-Rojola	Laura
56196	Rojola	Laura
61538	Rojola	Laura
64254	Rojola	Laura
66363	Rojola	Laura
66979	Rojola-Rajala	Laura
68219	Rojola	Laura
71215	Rojola	Laura
71733	Rojola	Laura
74971	Häkkinen-Rojola	Laura
76212	Rojola	Laura
79318	Rojola	Laura
81227	Rojola	Laura
81975	Rojola	Laura
87081	Rojola	Laura
88357	Rojola	Laura
89019	Rojola	Laura
91841	Rojola	Laura
92299	Rojola	Laura
97570	Rojola	Laura
97630	Rojola	Laura
99720	Rojola	Laura
99753	Rojola	Laura
107288	Rojola-Uutela	Laura
110170	Rojola	Laura
111197	Rojola	Laura
111640	Wuotila-Rojola	Laura
114982	Rojola	Laura
115272	Rojola	Laura
115298	Rojola	Laura
115935	Rojola	Laura
117692	Rojola	Laura
123204	Rojola	Laura
124259	Mottisenkangas-Rojola	Laura
125850	Rojola	Laura
126623	Rojola	Laura
126819	Stepanov-Rojola	Laura
129695	Rojola	Laura
131459	Rojola	Laura
132236	Rojola	Laura
132745	Rojola	Laura
135215	Rojola	Laura
135299	Paavola-Rojola	Laura
135519	Rojola	Laura
136156	Rojola	Laura
136834	Rojola	Laura
136990	Rojola	Laura
137027	Rojola	Laura
146857	Rojola	Laura
149258	Rojola	Laura
149415	Rojola-Ruottinen	Laura
152450	Rojola	Laura
152539	Kohonen-Rojola	Laura
152750	Rojola	Laura
154835	Rojola	Laura
155465	Rojola	Laura
158957	Rojola	Laura
159208	Rojola	Laura
160085	Rojola-Kähkönen	Laura
163554	Rojola	Laura
164153	Rojola	Laura
164918	Vanninen-Rojola	Laura
168449	Rojola	Laura
172311	Rojola	Laura
173258	Rojola	Laura
174364	Rojola	Laura
175094	Rojola	Laura
175253	Rojola	Laura
176917	Rojola	Laura
177825	Rojola	Laura
178222	Rojola	Laura
179838	Rojola	Laura
180744	Rojola	Laura
182603	Rojola	Laura
183368	Rojola	Laura
184592	Mynttinen-Rojola	Laura
185206	Rojola	Laura
186419	Rojola	Laura
187117	Rojola	Laura
190421	Rojola	Laura
191298	Rojola	Laura
193437	Rojola	Laura
196979	Rojola	Laura
197621	Rojola	Laura
198720	Rojola	Laura
199632	Rojola	Laura
3	Rojola	Launo
206	Rojola	Launo
1179	Rojola-Heinonen	Launo
1866	Rojola	Launo
5376	Rojola	Launo
5443	Rojola	Launo
5607	Rojola	Launo
6469	Rojola	Launo
7294	Rojola	Launo
9461	Rojola	Launo
9671	Rojola	Launo
10094	Rojola	Launo
11413	Rojola	Launo
11738	Rojola	Launo
12244	Rojola	Launo
13047	Rojola	Launo
15476	Rojola	Launo
18407	Rojola	Launo
24044	Rojola	Launo
24066	Rojola	Launo
26509	Rojola-Auvinen	Launo
28292	Rojola	Launo
30320	Rojola	Launo
32094	Rojola	Launo
37119	Rojola	Launo
39437	Rojola	Launo
40270	Rojola	Launo
40600	Rojola	Launo
42541	Rojola	Launo
43285	Rojola	Launo
45918	Laitamo-Rojola	Launo
46519	Rojola	Launo
47522	Rojola	Launo
48664	Rojola	Launo
50163	Rojola	Launo
51065	Rojola	Launo
53432	Rojola	Launo
55375	Rojola	Launo
55736	Ollikainen-Rojola	Launo
56196	Rojola	Launo
61538	Rojola	Launo
64254	Rojola	Launo
66363	Rojola	Launo
66979	Rojola-Rajala	Launo
68219	Rojola	Launo
71215	Rojola	Launo
71733	Rojola	Launo
74971	Häkkinen-Rojola	Launo
76212	Rojola	Launo
79318	Rojola	Launo
81227	Rojola	Launo
81975	Rojola	Launo
87081	Rojola	Launo
88357	Rojola	Launo
89019	Rojola	Launo
91841	Rojola	Launo
92299	Rojola	Launo
97570	Rojola	Launo
97630	Rojola	Launo
99720	Rojola	Launo
99753	Rojola	Launo
107288	Rojola-Uutela	Launo
110170	Rojola	Launo
111197	Rojola	Launo
111640	Wuotila-Rojola	Launo
114982	Rojola	Launo
115272	Rojola	Launo
115298	Rojola	Launo
115935	Rojola	Launo
117692	Rojola	Launo
123204	Rojola	Launo
124259	Mottisenkangas-Rojola	Launo
125850	Rojola	Launo
126623	Rojola	Launo
126819	Stepanov-Rojola	Launo
129695	Rojola	Launo
131459	Rojola	Launo
132236	Rojola	Launo
132745	Rojola	Launo
135215	Rojola	Launo
135299	Paavola-Rojola	Launo
135519	Rojola	Launo
136156	Rojola	Launo
136834	Rojola	Launo
136990	Rojola	Launo
137027	Rojola	Launo
146857	Rojola	Launo
149258	Rojola	Launo
149415	Rojola-Ruottinen	Launo
152450	Rojola	Launo
152539	Kohonen-Rojola	Launo
152750	Rojola	Launo
154835	Rojola	Launo
155465	Rojola	Launo
158957	Rojola	Launo
159208	Rojola	Launo
160085	Rojola-Kähkönen	Launo
163554	Rojola	Launo
164153	Rojola	Launo
164918	Vanninen-Rojola	Launo
168449	Rojola	Launo
172311	Rojola	Launo
173258	Rojola	Launo
174364	Rojola	Launo
175094	Rojola	Launo
175253	Rojola	Launo
176917	Rojola	Launo
177825	Rojola	Launo
178222	Rojola	Launo
179838	Rojola	Launo
180744	Rojola	Launo
182603	Rojola	Launo
183368	Rojola	Launo
184592	Mynttinen-Rojola	Launo
185206	Rojola	Launo
186419	Rojola	Launo
187117	Rojola	Launo
190421	Rojola	Launo
191298	Rojola	Launo
193437	Rojola	Launo
196979	Rojola	Launo
197621	Rojola	Launo
198720	Rojola	Launo
199632	Rojola	Launo
3	Rojola	Kukka-Maaria
206	Rojola	Kukka-Maaria
1179	Rojola-Heinonen	Kukka-Maaria
1866	Rojola	Kukka-Maaria
5376	Rojola	Kukka-Maaria
5443	Rojola	Kukka-Maaria
5607	Rojola	Kukka-Maaria
6469	Rojola	Kukka-Maaria
7294	Rojola	Kukka-Maaria
9461	Rojola	Kukka-Maaria
9671	Rojola	Kukka-Maaria
10094	Rojola	Kukka-Maaria
11413	Rojola	Kukka-Maaria
11738	Rojola	Kukka-Maaria
12244	Rojola	Kukka-Maaria
13047	Rojola	Kukka-Maaria
15476	Rojola	Kukka-Maaria
18407	Rojola	Kukka-Maaria
24044	Rojola	Kukka-Maaria
24066	Rojola	Kukka-Maaria
26509	Rojola-Auvinen	Kukka-Maaria
28292	Rojola	Kukka-Maaria
30320	Rojola	Kukka-Maaria
32094	Rojola	Kukka-Maaria
37119	Rojola	Kukka-Maaria
39437	Rojola	Kukka-Maaria
40270	Rojola	Kukka-Maaria
40600	Rojola	Kukka-Maaria
42541	Rojola	Kukka-Maaria
43285	Rojola	Kukka-Maaria
45918	Laitamo-Rojola	Kukka-Maaria
46519	Rojola	Kukka-Maaria
47522	Rojola	Kukka-Maaria
48664	Rojola	Kukka-Maaria
50163	Rojola	Kukka-Maaria
51065	Rojola	Kukka-Maaria
53432	Rojola	Kukka-Maaria
55375	Rojola	Kukka-Maaria
55736	Ollikainen-Rojola	Kukka-Maaria
56196	Rojola	Kukka-Maaria
61538	Rojola	Kukka-Maaria
64254	Rojola	Kukka-Maaria
66363	Rojola	Kukka-Maaria
66979	Rojola-Rajala	Kukka-Maaria
68219	Rojola	Kukka-Maaria
71215	Rojola	Kukka-Maaria
71733	Rojola	Kukka-Maaria
74971	Häkkinen-Rojola	Kukka-Maaria
